"description","video_id","source"
"Everybody knows that ballet and classical music go hand-in-hand, so why not turn on some classical music and tune-in to your body. Victoria's Secret Angel ...","wze7JI65RC4","VS"
"From the 17th Century Baroque castle to the Angels and the new Gorgeous bras in lace, everything about this video is romantic and visually stunning. Go behind ...","1kh0Ud7sLSE","VS"
"Victoria's Secret Angel Lily Aldridge remembers the moment she found love, the inspiration behind the new LOVE fragrance. Watch her tell the whole story, then ...","Rt7CfthtNm4","VS"
"A lot goes into creating a new fragrance. Here, Victoria's Secret Chief Marketing Officer Ed Razek talks about the inspiration and why Behati Prinsloo was ...","aYWmLW84f-I","VS"
"Victoria's Secret Angel Josephine Skriver comes by her determination honestly—it's from her parents. See how she gets into top shape for the Victoria's Secret ...","hntY0JAlczE","VS"
"Pushing yourself at the gym requires ample stretching for optimum recovery. Trainer Dara Hart of Dogpound—an NYC-based gym famous for its customized ...","1iaEIABKFKM","VS"
"Ready for summer? Join Supermodels Lindsay Ellingson, Doutzen Kroes and Candice Swanepoel on the set in gorgeous St. Barths as they shoot the new ...","TO-6ZG3HU1I","VS"
"435 bikinis. 13 Angels. 1 seriously sexy show. Watch the full trailer for the Victoria's Secret Swim Special, and tune in when it airs Wednesday, March 9, 9/8C on ...","tTMOyL1AlIY","VS"
"Victoria's Secret Angel Sara Sampaio's dreams came true—despite what everyone else said. Watch her second year walking in the Victoria's Secret Fashion ...","WbYvBRRMjbM","VS"
"When it comes to exercise, it's about getting the most out of your workout. 305 Fitness founder Sadie Kurzban covers all bases, training Lais Ribeiro with 3 dance ...","fz5yt6JKv2E","VS"
"Supermodels Miranda Kerr, Rosie Huntington-Whiteley, Lindsay Ellingson, Candice Swanepoel, Alessandra Ambrosio and Brooklyn Decker give you a sneak ...","OkKbVBfBZh8","VS"
"Judge John Pfeiffer gives the 411 on finding the next undiscovered gem. See more at VSAllAccess.com.","j1MFUunDfdo","VS"
"With its eclectic mix of jewels, textures and colors, the Exotic Traveler section evokes adventure, ancient cultures and faraway lands. Join executive producer ...","zkBot3-aagA","VS"
"Victoria's Secret Fashion Show first-timers Daniela Braga, Grace Mahary and Taylor Hill talk about their experiences and get to put their Angel trivia knowledge ...","NV1QAtrtwl8","VS"
"Watch all the Model Search finalists and VOTE NOW at www.VSAllAccess.com. But hurry--voting ends Nov 10th at 8pm EST.","p0FizASyX94","VS"
"Lily Aldridge and Martha Hunt join the live pre-show coverage before the 2014 Victoria's Secret Fashion Show to talk about their cameo on Two Broke Girls on ...","jKsuzETTVXw","VS"
"This 'gazelle' has graced countless magazine covers and does double duty as a rock star wife and mom. Now, see how Victoria's Secret Angel Lily Aldridge ...","ZhAqvrwMHCE","VS"
"Who loves unlined bras? Supermodels Doutzen Kroes, Karlie Kloss, Candice Swanepoel and Behati Prinsloo do! Join them on location in St. Barths as they ...","dZEHSAeXef8","VS"
"You've worked out. Now cool down! Victoria's Secret Angel Candice Swanepoel and trainer Justin Gelband show you some excellent post-workout core and ...","L8KiebGMrSg","VS"
"Victoria's Secret Angel Adriana Lima talks about modeling, motherhood, her fitness regimen and more on Victoria's Secret Live: Summer 2013. Hosted by ...","GL7zOq94--0","VS"
"Get a sneak peek at what's arriving this month and next as Victoria's Secret Angel Doutzen Kroes shoots the Victoria's Secret Sport Spring 2014 collection.","UpzjRwqSNBA","VS"
"Collection Designer Todd Thomas, Collection Creative Director Sophia Neophitou and Executive Producer Monica Mitro talkabout the inspiration behind the ...","wQ18ZgPL6ZM","VS"
"Step into the Victoria's Secret Beauty Lab with makeup pro Polly Osmond and Supermodel Lais Ribeiro for a brush-by-brush demo on creating holiday drama ...","TATfKXbacxE","VS"
"Nǐ hǎo, China! Victoria's Secret Angels Sara Sampaio, Romee Strijd, Elsa Hosk, Lais Ribeiro and Josephine Skriver have some big news! The world's sexiest ...","QkIpvV_Jsts","VS"
"Follow Victoria's Secret Supermodels Lindsay Ellingson, Erin Heatherton and Toni Garrn as they introduce the new Dream Angels® bra collection and Angels in ...","vr6FrDlUlyo","VS"
"Who made our annual list of the hottest Bombshells in Hollywood? Get the lowdown (with a few laughs along the way) from Supermodels Adriana Lima, Erin ...","-2dg4d4w9TA","VS"
"Go on location in Paris (yes, Paris!) with Supermodels Lily Aldridge, Candice Swanepoel, Martha Hunt and Lais Ribeiro as they shoot the Victoria's Secret Very ...","5xBSfSLhAb4","VS"
"Go on location at the Milwaukee Art Museum as Supermodels Lily Aldridge, Rosie Huntington-Whiteley, Chanel Iman, Adriana Lima, Candice Swanepoel and ...","0RhD2zh2J8w","VS"
"Victoria's Secret Supermodels Adriana Lima, Candice Swanepoel and Erin Heatherton know a thing or two about sexy confidence. Listen as they dish about all ...","9r-2KtALiRw","VS"
"It's the sexiest night on television, and it's almost here! Go inside the 2011 Victoria's Secret Fashion Show with this 60-second look at the all the press, pink ...","iDvDfrrQAcY","VS"
"Everyone has a New Year's resolution. Here, Victoria's Secret Angels Candice Swanepoel and Erin Heatherton share some of their health and fitness goals for ...","JN90hcVigdA","VS"
"Get a 60-second sneak peek at all the glam and glitter of the 2010 Victoria¹s Secret Fashion Show. From the pink carpet and popping flashbulbs, ...","MpbguhLckGo","VS"
"Hay un solo VS Fashion Show. No acepte imitaciones. Este atento al anuncio este Otonho para el autentico show en la ciudad de NY.","1GIah4KFo1w","VS"
"Got a minute? Check out some of our favorite Angel highlights from the past year. And stay tuned for more excitement in 2015.","OaPOh0-mTb8","VS"
"Victoria's Secret Angel Lily Aldridge lives in tees and jeans, so the launch of the new Victoria's Secret T-Shirt Bra was the perfect chance to ask her about her ...","bk7dxQjcV2o","VS"
"The New MiraculousTM Push-Up instantly adds 2 cup sizes—and turns heads.","mK7bLOeexBE","VS"
"Miss our live pre-show coverage with the Angels—or just want to watch it again? Here's the full hour-long talk show that streamed live before the 2014 Victoria's ...","TaIWCf324PM","VS"
"Alessandra Ambrosio loves her body because it produced her brand new baby (awwww!). Tell us why you love your body in the Love Your Body By Victoria ...","EMOxRWd-Q1k","VS"
"Executive producer Monica Mitro and collection creative director Sophia Neophitou share the inspiration behind the runway trends for the 2013 Victoria's Secret ...","6ycmNnZUiM8","VS"
"For the second year running (or, in this case, spinning), the Victoria's Secret Angels teamed up with SoulCycle in NYC for the Supermodel Cycle charity bike ride ...","9S0AFQ_Oo_M","VS"
"Enjoy some of the sights of St. Tropez in this video for Victoria's Secret Swim 2014, featuring Lindsay Ellingson, Alessandra Ambrosio, Gracie Carvalho and ...","vWMGFUiu3LM","VS"
"Ready for the 2015 Victoria's Secret Fashion Show? Join the Angels and special guests for exclusive pre-show coverage starting one hour before the show airs.","C9_Ff7LwCuw","VS"
"February 14 isn't just Valentine's Day—it's Bombshells' Day! Join Supermodels Karlie Kloss, Lily Aldridge, Behati Prinsloo, Adriana Lima, Candice Swanepoel ...","ZFUgaZvzOr0","VS"
"LIVE at 10:30am on April 12, 2016: Watch as Victoria's Secret Angels Taylor Hill, Elsa Hosk and Martha Hunt officially reveal the all new Bralette Collection, and ...","0u3TsQUtnSY","VS"
"Victoria's Secret Angel Josephine Skriver caught up with singer-songwriter (and Victoria's Secret LIVE musical guest) VÉRITÉ about her creative process and ...","vDWP8fZRMAQ","VS"
"Ready for the 2016 Victoria's Secret Fashion Show? Join the Angels and special guests for exclusive pre-show coverage starting one hour before the show airs.","86mF928ZgFs","VS"
"Go on set with Supermodels Adriana Lima, Erin Heatherton, Candice Swanepoel and Lily Aldridge as they shoot the 2011 Victoria's Secret Valentine's Day ...","OiR-CeH7lng","VS"
"Supermodels Candice Swanepoel, Lily Aldridge, Adriana Lima, Karlie Kloss, Martha Hunt and Behati Prinsloo would like to remind you that February 14 is ...","wvE_gLQGXR4","VS"
"Go on location in the Florida Keys as Miranda shoots the Summer 2012 Victoria's Secret Cotton Lingerie collection. You'll get the inside scoop on the shoot, ...","iGCjpqodQYw","VS"
"Join Supermodel Lily Aldridge on set in NYC as she shoots the new Victoria's Secret Angel Dream campaign. Inspired by the Victoria's Secret Fashion Show ...","lD_9uHf6SKc","VS"
"Go behind the scenes with Victoria's Secret Angel Behati Prinsloo as she shoots the new Fabulous campaign, debuting March 2015. Watch now, then find ...","WN3EkPks1Es","VS"
"Meet the new Angel on the block, Lily Aldridge, as she talks about walking in the 2009 Victoria's Secret Fashion Show for the first time & life as a Victoria's Secret ...","x68Q8cSoV7k","VS"
"Join Adriana Lima in the city that never sleeps as she shoots the campaign for Victoria's Secret's new fragrance, Night. Look for it in stores, catalogue and online ...","EIj60u1E-Jo","VS"
"Supermodels Candice Swanepoel, Barbara Palvin and Behati Prinsloo get playful between takes on the Body by Victoria Fall 2013 shoot. Look for the all-new ...","2Kvn81KNB7g","VS"
"Want to know how to get a very sexy supermodel look without a professional makeup artist? Join Victoria's Secret Angel Lily Aldridge in the VS Beauty Lab for a ...","y7WCt_p4jIg","VS"
"Victoria's Secret Angel Candice Swanepoel is getting ready for the 2014 Victoria's Secret Fashion Show with intense ballet-inspired training sessions, and you ...","7xTSLohsKPU","VS"
"Supermodel Elsa Hosk talks about shooting her first campaign for Victoria's Secret—and what makes Eau So Sexy oh-so-perfect. Join her on set for the scoop, ...","nWUFbB2SmiU","VS"
"For Taylor Hill, walking in the Victoria's Secret Fashion Show is all about the adrenaline rush. Watch her in the final moments before she takes the runway.","IDR8FJhDyQs","VS"
"Victoria's Secret Angel Doutzen Kroes gives you a Supermodel's eye view on the set of the Amazing by Victoria's Secret shoot in NYC. Look for the new ...","Rbh4rA1amTc","VS"
"It takes a village! Watch as Alessandra Ambrosio's 2016 Victoria's Secret Fashion Show look comes to life. And if you're feeling inspired, you can get her Dream ...","h-qbxxfMjhQ","VS"
"For the second year running, Victoria's Secret has teamed up with Vosges to create a limited-edition gift box of the world's sexiest chocolate, Join Lily Aldridge, ...","-3Qw-W9w0p4","VS"
"The new Very Sexy collection for Spring/Summer 2016 has something for EVERYONE, with four new bra styles—the Unlined Demi, the Lightly Lined Plunge, the ...","KC7mZqSMJNg","VS"
"The Victoria's Secret's Swim 2014 collection was ready for its close-up as Alessandra Ambrosio and Behati Prinsloo introduced it to press and customers at ...","K9OI0Ei2Zbw","VS"
"Victoria's Secret Angel Sara Sampaio and Balmain Creative Director Olivier Rousteing discuss angels, devils and how to chill in this 10 Magazine interview.","TNQaAtChA1o","VS"
"Watch all the Model Search finalists and VOTE NOW at www.VSAllAccess.com. But hurry--voting ends Nov 10th at 8pm EST.","hWf6UTn-ljk","VS"
"From tea and chatting to shopping, the blogger luncheon for the launch of the new Gorgeous fragrance was a smashing success. Watch Victoria's Secret Angel ...","1s7l3RnMZ1k","VS"
"Miss our live pre-show coverage with the Angels—or just want to watch it again? Here's the full hour-long talk show that streamed live before the 2013 Victoria's ...","oR6w0PoHfgM","VS"
"It's all primping, press calls and parfums as Supermodels Adriana Lima, Candice Swanepoel and Lily Aldridge take Tinseltown for the launch of Victoria's Secret ...","lw2JOyf1OHE","VS"
"This TV ad for Victoria's Secret Sport's S/S 2016 collection debuted during the Victoria's Secret Swim Special and features Angels Josephine Skriver, Candice ...","nMOjFHU9UfY","VS"
"Hark, the VS Angels Sing! Watch as Supermodels Adriana Lima, Candice Swanepoel, Chanel Iman, Erin Heatherton, Lily Aldridge and Rosie ...","KPSAMguO8bY","VS"
"Balmain Creative Director Olivier Rousteing sits down with Victoria's Secret Angel Josephine Skriver in this interview/sing-off for 10 Magazine. Watch now and ...","3J9D25o15UI","VS"
"Welcome to Chicago! Victoria's Secret Angel Karlie Kloss headed back to the city of her birth to celebrate the re-launch of the Heavenly fragrance. Watch the ...","bsLa4KxLgDs","VS"
"VSX Sexy Sport invites you to get your sexiest butt ever, or show off the one you've already got. Featuring Candice Swanepoel, Erin Heatherton and the Spring ...","FA-j4BscfDs","VS"
"Some big news is headed your way, Angels! Check out this video, featuring Alessandra Ambrosio, and Adriana Lima, and if you don't already have an Angel ...","_GlmWXrPRwA","VS"
"The world's most famous runway show heads to the world's sexiest city. That's right—the 2016 Victoria's Secret Fashion Show will film in Paris for the first time ...","dRwv9ldz_CM","VS"
"Victoria's Secret Angel Adriana Lima talks wings, Fantasy Bra & more with Balmain Creative Director Olivier Rousteing. Watch the full interview for 10 Magazine ...","YB6pxX1ykC0","VS"
"Five women who always get noticed talk about what they notice when it comes to the opposite sex. Watch as Victorias Secret Supermodels Rosie ...","drxva8UM-zM","VS"
"Victoria's Secret Angel Candice Swanepoel gets real about love and loyalty. Get the full story and shop the new LOVE fragrance, in stores and online: ...","9syjYm3_GMo","VS"
"Watch all the Model Search finalists and VOTE NOW at www.VSAllAccess.com. But hurry--voting ends Nov 10th at 8pm EST.","QwHo8Vxxaeo","VS"
"Emanuela de Paula loves her body because it takes her jogging in the park. Tell us why you love your body in the Love Your Body By Victoria contest, and you ...","jANpsZGKPXA","VS"
"Watch Behati make her way to the Victorias Secret Fashion Show in NYC.","qeDSKWh1Oz8","VS"
"Check out what happened behind the scenes during Adriana Lima's trip to Singapore! The Angel hit the radio, gave interviews, and met and signed autographs ...","lj4fty7-HWY","VS"
"The 2014 Victoria's Secret Fashion Show is around the corner and Victoria's Secret Sport is back with all-new workouts so you can get runway-ready alongside ...","Ff8ife11JX0","VS"
"Victoria's Secret has landed in Dublin, Ireland! Our resident Irish Angel Stella Maxwell, along with Jasmine Tookes and Alessandra Ambrosio are so excited to ...","FMTo9XnhgLY","VS"
"St. Lucia performs ""All Eyes On You"" and ""Closer Than This"" on Victoria's Secret Live: Summer 2013. But first, Jean-Philip Grobler discusses his career, touring ...","9kcXrpiZ2N8","VS"
"Everybody loves helping out a good cause, and so do our Supermodels. Join Victoria's Secret Angels Candice Swanepoel, Lindsay Ellingson, Erin Heatherton, ...","iC7Ou0kePB0","VS"
"What's Valentine's Day without a heart-shaped box of chocolate? For the first time, Victoria's Secret has teamed up with Vosges to create a limited edition gift box ...","yKnY8y2JD-g","VS"
"Victoria's Secret Angel Alessandra Ambrosio dishes about life on and off the runway with Balmain Creative Director Olivier Rousteing. Watch the full interview for ...","_GWITWAH6YM","VS"
"Victoria by Victoria's Secret is a Consumer Choice Award finalist in the 2014 Fragrance Foundation Awards (considered the ""Oscars"" of the fragrance industry)!","kPPE5HEekwA","VS"
"The new Very Sexy Push-Up is up for anything. Are you? Check out the 30-second extended commercial, featuring Victoria's Secret Angels Lily Aldridge, Jac ...","iYpxxHQrP_Y","VS"
"Take Lily Aldridge, add the Very Sexy Balconet, and what do you have? One hot runway look from the 2016 Victoria's Secret Fashion Show. Shop the look and ...","j-_oupXZcp8","VS"
"What do YOU want for Christmas this year? Shop Victoria's Secret for the hottest gifts under the tree: http://i.victoria.com/kUz.","vE9Mk9u8wcs","VS"
"Need more ways to get your VS Fashion Show fix? Sneak backstage with fashionair.com for 3 more behind-the-scenes videos here http://bit.ly/8usdTS.","iIUma2jEryk","VS"
"Your first look at our biggest show ever—and there's even more sexy to come. Stay tuned for our exclusive behind-the-scenes series, and see the latest here: ...","28DcYHLrb0k","VS"
"Now you see it, now you dont! Miranda gets sexy on the beach—mixing & matching her perfect bikini.","TXVHmqlvRTA","VS"
"Follow Supermodel Erin Heatherton from press tour to party as she hits Toronto (along with fellow Angels Adriana Lima and Chanel Iman) for the Grand Opening ...","1yWIGx-hu3s","VS"
"Supermodel Lindsay Ellingson is on set in NYC to shoot the newest spot for Gorgeous, the eye-catching bra collection from Victoria's Secret. Watch as she talks ...","e_QGdGlxJJI","VS"
"Join VS Angels Adriana Lima, Lily Aldridge and Lily Aldridge at Shutters on the Beach in Santa Monica and Victoria's Secret Beverly Center as they share their ...","zLj_wqGEJvk","VS"
"Mystery abounds in this short for the new Victoria's Secret Scandalous fragrance. Follow Supermodel Jasmine Tookes on a seductive journey. Ready to ...","_fMRrhha5JU","VS"
"Ladies and gentlemen, step right up for a behind-the-scenes look at some of the sexy circus magic in Michael Bay¹s holiday commercial for Victoria¹s Secret.","xRiW9MU8FPM","VS"
"Too tall. Too curvy. On her journey, Jamie Lee's heard it all. Is she the perfect fit for the VS runway? Don't forget to vote NOW at ...","oEwB5u3XHuk","VS"
"From the barre to the runway, Angel Taylor Hill knows what it takes to train like an Angel. Watch as she prepares for the Victoria's Secret Fashion Show Runway ...","gWJNMlltS34","VS"
"Kylie's competitive spirit has gotten her this far. Will it take her all the way? Don't forget to vote NOW at http://www.vsallaccess.com/index.html#","jb1ZoI36bSo","VS"
"Victoria's Secret Scandalous is a Consumer Choice Award finalist in the 2015 Fragrance Foundation Awards (considered the “Oscars” of the fragrance industry)!","zu4cpDASRTA","VS"
"Victoria's Secret Angel Alessandra Ambrosio talks about all the love in her life, the inspiration behind LOVE fragrance. Find out what LOVE will make you ...","fQR7WjSiMmE","VS"
"Every Angel has a favorite way to shop and here, VS Angels Lily Aldridge, Karlie Kloss, Adriana Lima and Alessandra Ambrosio dish about theirs. If you've ever ...","T4aibUbNJjc","VS"
"The Victoria's Secret crew take over Miami Beach to shoot the Dream Angels Summer 2013 lingerie and fragrance collections. Join Supermodels Karlie Kloss, ...","xtzPfRyGO-g","VS"
"Karlie Kloss, Candice Swanepoel, Martha Hunt talk about what it's like shooting a super-sexy Victoria's Secret TV commercial with director Michael Bay.","QvY2IjVe0sU","VS"
"Go on set with Victoria's Secret Angels Behati Prinsloo and Alessandra Ambrosio as they talk about shooting in Miami and the new Very Sexy lingerie collection.","lKibhFGjo30","VS"
"Just for Holiday 2015, Victoria's Secret introduces the newest Dream Angel—the limited-edition Ice Angel. The 15-second TV commercial features Victoria's ...","PK8jJuCxEP8","VS"
"Victoria's Secret Angels Erin Heatherton, Adriana Lima, Candice Swanepoel, Lindsay Ellingson, Doutzen Kroes and Lily Aldridge let you in on their resolutions ...","xiJ6r6WOxhw","VS"
"Supermodels Candice Swanepoel, Behati Prinsloo, Chanel Iman and Camille Rowe have a little fun while shooting the Victoria's Secret's Spring 2014 Body by ...","j5WaR2bMVzo","VS"
"Next stop: Poland! Victoria's Secret Angels Elsa Hosk, Alessandra Ambrosio and Josephine Skriver announce the Fall 2017 Grand Opening in Warsaw!","g4E6I6nia3M","VS"
"Watch Victoria's Secret Angels Romee Strijd, Jasmine Tookes and Martha Hunt get ready for festival season and steal their beauty secrets! Check out ...","mdY-fLSfq3w","VS"
"Join Alessandra Ambrosio, Adriana Lima, Behati Prinsloo and Lais Ribeiro on location as they shoot the new Incredible by Victoria's Secret collection for ...","OT5NJ_PDxHQ","VS"
"Lotion, candles, room service & the right fragrance…Victoria's Secret Angel Sara Sampaio is staying in tonight. Watch what happens, and check out her lace-up ...","CoQphrG0wWU","VS"
"Supermodels Elsa Hosk, Jasmine Tookes and Jac Jagaciak enjoy some downtime in Puerto Rico while filming the Victoria's Secret Swim Special. Watch now ...","AB98iP2Z20g","VS"
"Watch the final two Model Search contestants and VOTE NOW at www.VSAllAccess.com. But hurry--voting ends Dec 1st!","XnjTJTHT9tw","VS"
"Some secrets are meant to be shared. Shop Elsa Hosk's Secret Angel bodysuit—straight off the 2016 Victoria's Secret Fashion Show runway—and make it your ...","7akZZtGGYVE","VS"
"Stay in…or go out? Victoria's Secret Angel Sara Sampaio needs your help to make the ultimate decision in this interactive video. Check it out, and shop her ...","l8pjwwLdp20","VS"
"15 seconds. 11 colors. 1 sexy bra. Behati Prinsloo reveals Victoria's Secret's brand new T-Shirt Bra. Look for it in stores, catalogue and online now. Music: '15 to ...","7yjXrj6o35c","VS"
"We asked, you tweeted, and here Supermodels Martha Hunt and Jasmine Tookes take turns playing Santa for a few or our lucky tweeters. Will you be one of ...","dpyQDIM3CPM","VS"
"What's it like to be Victoria's Secret photographer and how does someone get a job like that? Photographer Russell James talks about shooting for Victoria's ...","9wL6KG4fS9w","VS"
"Victoria's Secret Angel Stella Maxwell opens up about what love means to her (spoiler: it's the little things). Get inspired and shop the new LOVE fragrance, ...","J9x7NNXDjIw","VS"
"Victoria's Secret Angel Jasmine Tookes tells all about the Grand Opening of the first-ever Victoria's Secret store in Singapore. In November, 2016, you can shop ...","qzKAwp0c-Bg","VS"
"With 19 fragrances, endless possibilities and no rules, the Victoria's Secret Fantasies Studio is about to become your new favorite accessory. So, go, ahead. Mix.","xc_LVTrlUMo","VS"
"Summer's all about rocking a natural look, and makeup artist Polly Osmond and VS Angel Lily Aldridge invite you into the Victoria's Secret Beauty Lab for a ...","AMDswy3Q6NA","VS"
"It's not our first swim shoot…but it IS our first swim special! Angels Candice Swanepoel and Adriana Lima have some laughs while promoting the Victoria's ...","xEs3jPfE2Lo","VS"
"Angel Elsa Hosk keeps laser focus as she preps to walk in the Victoria's Secret Fashion Show. Find out who her greatest competitor is, and make sure to watch ...","t5LLyA9c3vw","VS"
"Go behind-the-scenes with Supermodel Lindsay Ellingson & director Michael Bay on the set of the commercial for Gorgeous, the sexy new attention-boosting ...","rHTDRt29CUs","VS"
"From your shopping bag to the runway, Romee Strijd works it in the Bright Night Angel section in the Dream Angels Wicked bra and matching panty. Make the ...","li_GBBKJgbs","VS"
"The official fragrance of the Victoria's Secret Fashion Show. Inspired by the world's sexiest city. Starring stunning Angel Stella Maxwell. Grab your passport, and ...","l6Giuh8crZM","VS"
"Magic happens when two amazing brands come together—and in this case, it's Victoria's Secret and BALMAIN for the 2017 Fashion Show. Find the ...","fe7_8dmYYG0","VS"
"Lindsay Ellingson gets her body confidence from dancing. Tell us what helps you love your body in the Love Your Body By Victoria contest, and you could win a ...","B3QSmqcTojQ","VS"
"Three's a charm! Victoria's Secret is opening not one, but THREE stores in Turkey! Turkey's first VS store will open at Akasya Mall in Istanbul this March, with ...","B4soVdLKlsc","VS"
"Get to know Victoria's Secret's best t-shirt bras—ever! Angels Jasmine Tookes, Stella Maxwell, Elsa Hosk & Romee Strijd show off the all-new collection, ...","_1bpwRq1cs8","VS"
"It was love at first sight for Victoria's Secret Angel Elsa Hosk—it's the inspiration behind the new LOVE fragrance! Watch her tell the whole story, then shop online ...","sGsgb9UlprQ","VS"
"Join Alessandra Ambrosio, Candice Swanepoel and Erin Heatherton for the next nine weeks as they get ready for the 2012 Victoria's Secret Fashion Show!","b5DblrQ7PGc","VS"
"Victoria's Secret's new Obsessed collection: starring Angels Adriana Lima and Alessandra Ambrosio in satin, mesh and all the sexy details. Shop it in stores and ...","f-iVLxfwWM4","VS"
"Every Angel has a Scandalous side…what's yours? Join Victoria's Secret Angels Sara Sampaio & Jasmine Tookes as they embody two provocative fragrances: ...","nJIws_UV_Cc","VS"
"Get ready for the unexpected: Victoria's Secret & Balmain have joined forces for the Fashion Show and created one majorly sexy capsule collection. Look for it ...","aWUJu00sqbo","VS"
"Victoria's Secret Sport kicks off the new year with three all-new workouts targeting legs and arms. Featuring Adriana Lima, Alessandra Ambrosio and Candice ...","SG3xTy3qut0","VS"
"Let the countdown begin! This year, Victoria's Secret & Balmain are a match made in Fashion Show heaven, collaborating with an ultra sexy capsule collection.","UvZ_qgHxuOM","VS"
"How do you spell everyday sexy? Get a look at the newest additions to Victoria's Secret's Body by Victoria collection one letter at a time in this online-exclusive ...","eiCnE8C6sFg","VS"
"Victoria's Secret Angels Elsa Hosk, Stella Maxwell and Romee Strijd are living that getaway life in this new 15-second spot. Shop the new Dream Angels ...","oey3HZG2evw","VS"
"A huge thanks to all of you who voted! Victoria by Victoria's Secret won the 2014 Fragrance Foundation Awards Fragrance of the Year Consumer Choice Award.","BDcdQw5KmW4","VS"
"Ready for an adventure? So is the Victoria's Secret's Dream Angels collection—no passport required. Check out new lace and more fresh looks on Angels ...","VYzXXmpxz04","VS"
"Ready for this? Victoria's Secret & Balmain are collaborating for a capsule collection. Look for it on the Victoria's Secret Fashion Show runway, and shop it the ...","aoLaY-aqO9A","VS"
"Look out, Jordan! Victoria's Secret Angel Taylor Hill is getting us pumped for the Grand Opening of the first-ever Victoria's Secret Store in Amman. On September ...","fEJZGOP-7LY","VS"
"Go behind the scenes with our Executive Vice President of Merchandising Kristin Scott, and learn what makes our collection The World's Best Sport Bras.","UaYfoK0Eg6A","VS"
"The Angels are landing! Supermodel Behati Prinsloo shares the details of the February 2016 Grand Opening of the first-ever Victoria's Secret store in Russia.","eotRz_bgWNg","VS"
"Feels like nothing, does everything. Meet the new Sexy Illusions collection from Victoria's Secret, starring Angels Lais Ribeiro, Taylor Hill & Josephine Skriver.","Kjq4zfl9iNo","VS"
"Most. Requested. Panty. Ever. See Victoria's Secret's mega-popular Sexy Shortie panty in action in this video starring Sara Sampaio and the rest of the Angels, ...","i5VuAbwCuSY","VS"
"Half the weight, twice the support, three times as sexy—it all adds up to the new Angel Max Sport Bra from Victoria Sport. Ready to train like Angel Josephine ...","QMx6uNTXG9U","VS"
"New lace. New styles. New sizes. Fall in love all over again with Victoria's Secret's all-new Dream Angels collection! Get a sneak peek in this commercial, ...","0fYMLQjK-MI","VS"
"Ever wonder what you'd look like in Angel wings? Now, with the free Victoria's Secret app for iPhone or Android, you're just a photo away from finding out.","72JvW_yoAcU","VS"
"Join Victoria's Secret Angel Behati Prinsloo on the set for an inside look at the Holiday 2012 shoot for the VSX Sport Collection. Also featuring Arlenis Sosa, ...","1ecYWE6gcPw","VS"
"Victoria's Secret's new Very Sexy bras and lingerie pump up the volume with electrifying color and statement straps. Join Supermodels Karlie Kloss, Candice ...","TCLLVauzjpI","VS"
"Martha Hunt's super sexy Road Ahead look from the 2016 Victoria's Secret Fashion Show comes to life. Shop her look from the Very Sexy Collection, in stores ...","w3v0z2Czkgc","VS"
"Victoria's Secret's Forever Sexy fragrance is a Consumer Choice Award finalist in the 2016 Fragrance Foundation Awards (considered the ""Oscars"" of the ...","oBvIwEQ4oN0","VS"
"The 2014 Victoria's Secret Fashion Show is just around the corner and you're invited to a runway walk-off! Share a video of your best runway moves via Twitter, ...","2HRcMtzu6L8","VS"
"It's not summer without Victoria's Secret's all-new Very Sexy collection. Sneak more than a peek with Angels Elsa Hosk and Stella Maxwell, and shop the hottest ...","cTmyeL6m0Kg","VS"
"Victoria's Secret is ready for summer with a new collection that's cotton, sexy, cool. Watch Angels Taylor Hill, Romee Strijd & Jasmine Tookes rock the ultra-soft ...","KkS_ZR1NR-o","VS"
"Victoria's Secret Supermodels Alessandra Ambrosio and Rosie Huntington-Whiteley talk you through their Body by Victoria® press day and the shoot for the TV ...","hHJiY12PP2E","VS"
"Angel Adriana Lima sets the mood for Victoria's Secret's new sexy fragrance—and it's Intense. No wonder it's Adriana's new favorite aphrodisiac! Check out the ...","UPJHgtddYC4","VS"
"Victoria's Secret has found the sweet spot between one cup and two. This 15-second spot introduces So Obsessed, the all-new Add 1 1/2 Cup Push-Up, ...","B6PRnGBtH68","VS"
"Meet the new sexy from Victoria's Secret. Angels Jasmine Tookes, Martha Hunt, Lais Ribeiro & Stella Maxwell show off 3 new made-for-you lining levels, from ...","Wwtl0w9mh5s","VS"
"Follow Victoria's Secret Angel Lily Aldridge up, down and all around San Francisco as she talks #LessIsMore, celebrates the 2014 What Is Sexy? List, and gets ...","aT9zKqMS6Yw","VS"
"Victoria's Secret Angels Romee Strijd, Josephine Skriver, Alessandra Ambrosio, Elsa Hosk and Candice Swanepoel share their own love stories, the inspiration ...","allZ7zznEuw","VS"
"Ready to fall in LOVE? Meet Victoria's Secret's iconic new scent! Alessandra Ambrosio, Elsa Hosk and Romee Strijd share their own love stories, the inspiration ...","4BZV-zo054g","VS"
"Plan your escape with Victoria Secret's hot new Very Sexy Now fragrance and Angel Sara Sampaio, and shop the scent in stores and online: ...","2_VY-j88eQA","VS"
"Victorias Secret Supermodels Lindsay Ellingson, Rosie Huntington-Whiteley, Alessandra Ambrosio, Erin Heatherton and Candice Swanepoel talk bodies and ...","s2qSf24xM3g","VS"
"Get the inside scoop with these outtakes of Miranda Kerr as she introduces the new Victoria's Secret Dream Angels bra.","-X5ZMz6be7o","VS"
